EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,COMNAME_LIST,CAT_LIST,CLIZ_LIST,SYNO_LIST,PLAT_LIST,LISPA_LIST,TEXTR_LIST,FERR_LIST,TOXR_LIST,DRAR_LIST,HABI_LIST,LIFO_LIST,PHYS_LIST,PROSY_LIST,INTRI_LIST,ABITOL_LIST,ABISUS_LIST,PHOTO_LIST,PHOTO_DESC,TEXT_LIST,TEXT_DESC,DRA_LIST,DRA_DESC,SALR_LIST,SALR_DESC,FER_LIST,FER_DESC,TOX_LIST,TOX_DESC,DEPR_LIST,DEPR_DESC,IS_DROUGHT_TOLERANT,IS_DROUGHT_SUSCEPTIBLE,IS_FIRE_TOLERANT,IS_FIRE_SUSCEPTIBLE,IS_SALINE_TOLERANT,IS_SALINE_INTOLERANT,IS_MULTIPLE_PHOTO_PERIODS,SOIL_TEXTURE_FLEXIBILITY_SCORE,IS_SOIL_TEXTURE_TOLERANT,IS_HIGH_TEMPERATURE_TOLERANT,IS_LOW_TEMPERATURE_TOLERANT,GROWTH_CYCLE_DAYS,IS_FAST_CYCLE,PRECIP_RANGE_WIDTH,IS_WIDE_PRECIP_TOLERANCE,PH_RANGE_WIDTH,IS_PH_FLEXIBLE,TEMP_RANGE_WIDTH,IS_TEMP_FLEXIBLE,CLIZ_ZONE_COUNT,HAS_MULTIPLE_COMMON_NAMES,IS_SHALLOW_ROOTED,IS_SHORT_DAY,CLIMATE_ADAPT_SCORE,SOIL_ADAPT_SCORE,WATER_ADAPT_SCORE,ADAPTABILITY_SCORE,ADAPTABILITY_LABEL
5938,Eucalyptus thozetiana,F. Muell.,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,tree,erect,perennial,single stem,forest/wood,,22.0,35.0,10.0,43.0,350.0,650.0,250.0,750.0,6.0,7.0,5.0,8.0,20.0,20.0,28.0,28.0,650.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",low,,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-5.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)",,,,,120.0,300.0,[],['forest/wood'],"['tropical wet & dry (aw)', 'desert or arid (bw)', 'steppe or semiarid (bs)']",[],[],['perennial'],"['medium', 'light']",[],[],['well (dry spells)'],['erect'],['tree'],['single stem'],[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['low'],['low'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,180.0,False,500.0,False,3.0,True,33.0,True,0,False,False,False,0.8,0.6666666666666666,0.0,0.553,Low
5939,Eucalyptus torelliana,F. Muell.,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,tree,erect,perennial,single stem,"forest/wood, environmental",,27.0,38.0,10.0,42.0,1200.0,2000.0,900.0,2500.0,6.0,7.0,5.5,7.5,16.0,16.0,19.0,19.0,1800.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"medium, light","medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-2.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",tropical wet & dry (Aw),wind,,,,240.0,270.0,[],"['forest/wood', 'environmental']",['tropical wet & dry (aw)'],[],[],['perennial'],"['medium', 'light']",['low'],[],['well (dry spells)'],['erect'],['tree'],['single stem'],[],[],['wind'],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,30.0,True,1600.0,True,2.0,True,32.0,True,0,False,False,False,0.8,0.5555555555555555,0.5,0.639,Moderate
5940,Eucalyptus transcontientalis,,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,tree,erect,perennial,single stem,forest/wood,,20.0,30.0,8.0,42.0,300.0,450.0,250.0,500.0,6.0,7.0,5.5,7.5,29.0,29.0,34.5,34.5,350.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),medium (50-150 cm),medium,"medium, light",moderate,,nan,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)",well (dry spells),-5.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","desert or arid (Bw), steppe or semiarid (Bs)",,,,,120.0,210.0,[],['forest/wood'],"['desert or arid (bw)', 'steppe or semiarid (bs)']",[],[],['perennial'],"['medium', 'light']",[],[],['well (dry spells)'],['erect'],['tree'],['single stem'],[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']",['medium'],['medium'],"['well', 'excessive']","['well (dry spells)', 'excessive (dry/moderately dry)']",['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,90.0,True,250.0,False,2.0,True,34.0,True,0,False,False,False,0.8,0.5555555555555555,0.0,0.514,Low
5941,Eucalyptus trivalvis,Blake,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,shrub,erect,perennial,multi stem,"forest/wood, environmental",harvested from wild,22.0,38.0,12.0,45.0,150.0,250.0,100.0,300.0,7.0,8.0,6.5,8.5,22.0,22.0,31.0,31.0,800.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","medium, light",low,low,nan,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","desert or arid (Bw), steppe or semiarid (Bs)",drought,,,,40.0,120.0,[],"['forest/wood', 'environmental']","['desert or arid (bw)', 'steppe or semiarid (bs)']",[],['harvested from wild'],['perennial'],"['medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['shrub'],['multi stem'],[],[],['drought'],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']","['well', 'excessive']","['well (dry spells)', 'excessive (dry/moderately dry)']",['low'],['low (<4 dS/m)'],['low'],['low'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,False,80.0,True,200.0,False,2.0,True,33.0,True,0,False,False,False,0.6,0.5555555555555555,0.0,0.434,Low
5942,Eucalyptus umbra ssp. carnea,,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,"shrub, tree",erect,perennial,"single stem, multi stem",forest/wood,,18.0,26.0,8.0,38.0,900.0,1500.0,750.0,1650.0,5.5,6.5,5.0,7.0,22.5,22.5,34.0,34.0,600.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-2.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",subtropical humid (Cf),,,,,180.0,240.0,[],['forest/wood'],['subtropical humid (cf)'],[],[],['perennial'],"['medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],"['shrub', 'tree']","['single stem', 'multi stem']",[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,900.0,False,2.0,True,30.0,True,0,False,False,False,0.6,0.5555555555555555,0.0,0.434,Low
5943,Eucalyptus umbra ssp. umbra,,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,"shrub, tree",erect,perennial,"single stem, multi stem",forest/wood,,18.0,28.0,10.0,42.0,900.0,1200.0,700.0,1400.0,5.5,6.5,5.0,7.0,16.0,16.0,34.0,34.0,1000.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",low,,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-2.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf)",,,,,180.0,300.0,[],['forest/wood'],"['tropical wet & dry (aw)', 'subtropical humid (cf)']",[],[],['perennial'],"['heavy', 'medium', 'light']",[],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],"['shrub', 'tree']","['single stem', 'multi stem']",[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['low'],['low'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,True,120.0,False,700.0,False,2.0,True,32.0,True,0,False,False,False,0.8,0.5555555555555555,0.0,0.514,Low
5945,Eucalyptus urophylla,S.T.B.,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,tree,erect,perennial,"evergreen, single stem","materials, forest/wood, environmental",,18.0,28.0,8.0,34.0,1300.0,2500.0,800.0,3500.0,5.5,6.5,4.5,7.5,7.0,7.0,10.0,10.0,3000.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",moderate,,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-4.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",drought,,,,180.0,365.0,[],"['materials', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)']",[],[],['perennial'],"['heavy', 'medium', 'light']",[],[],['well (dry spells)'],['erect'],['tree'],"['evergreen', 'single stem']",[],[],['drought'],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['heavy', 'medium']","['heavy', 'medium']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,185.0,False,2700.0,True,3.0,True,26.0,True,0,False,False,False,0.5733333333333334,0.6666666666666666,0.5,0.588,Low
5946,Eucalyptus viminalis,Labill,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,"white gum tree, manna gum, ribbon gum, eucalipto folhas de vimeiro, eucalipto do mana'",tree,erect,perennial,"evergreen, single stem",forest/wood,,18.0,32.0,4.0,35.0,700.0,1500.0,500.0,2500.0,6.0,7.0,5.5,8.0,28.0,28.0,43.0,43.0,3000.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),medium (50-150 cm),medium,"heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do)",fire,,,,210.0,365.0,"['white gum tree', 'manna gum', 'ribbon gum', 'eucalipto folhas de vimeiro', ""eucalipto do mana'""]",['forest/wood'],"['steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)', 'temperate oceanic (do)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],['well (dry spells)'],['erect'],['tree'],"['evergreen', 'single stem']",[],[],['fire'],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']",['medium'],['medium'],['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,155.0,False,2000.0,True,2.5,True,31.0,True,0,False,False,False,0.6,0.6111111111111112,0.5,0.579,Low
5947,Eucalyptus wandoo,Blakely,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,tree,erect,perennial,single stem,"ornamentals/turf, forest/wood, environmental",,18.0,30.0,8.0,41.0,500.0,600.0,400.0,700.0,5.5,7.0,5.0,7.5,30.0,30.0,34.5,34.5,300.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",low,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-5.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,120.0,240.0,[],"['ornamentals/turf', 'forest/wood', 'environmental']","['steppe or semiarid (bs)', 'subtropical dry summer (cs)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['poorly (saturated >50% of year)', 'well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['tree'],['single stem'],[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['low'],['low'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,True,120.0,False,300.0,False,2.5,True,33.0,True,0,False,False,False,0.8,0.6111111111111112,0.0,0.534,Low
5954,Eucryphia lucida,(Labill.),Magnoliopsida:Rosidae:Rosales:Eucryphiaceae,,,tree,erect,perennial,single stem,forest/wood,,12.0,22.0,5.0,26.0,1300.0,1700.0,1000.0,2000.0,5.0,6.0,4.0,7.0,41.0,41.0,43.5,43.5,800.0,very bright,clear skies,very bright,light shade,deep (>>150 cm),shallow (20-50 cm),"heavy, medium, light, organic","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-5.0,-1.0,short day (<12 hours),temperate oceanic (Do),,,,,150.0,210.0,[],['forest/wood'],['temperate oceanic (do)'],[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['tree'],['single stem'],[],[],[],[],['short day'],['short day (<12 hours)'],"['heavy', 'medium', 'light', 'organic']","['heavy', 'medium', 'light', 'organic']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,1000.0,False,3.0,True,21.0,True,0,False,False,False,0.54,0.6666666666666666,0.0,0.449,Low
6078,Fagus grandifolia,Ehrh.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"American beech, ridge beech, red beeche, faia americana",tree,erect,perennial,"deciduous, single stem","fruits & nuts, ornamentals/turf, forest/wood",,13.0,22.0,5.0,28.0,750.0,1100.0,580.0,1300.0,4.5,6.0,4.1,7.0,32.0,30.0,46.0,48.0,1830.0,very bright,very bright,very bright,heavy shade,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium",moderate,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-42.0,-1.0,long day (>14 hours),"subtropical humid (Cf), temperate oceanic (Do), temperate continental (Dc)",,,,,95.0,280.0,"['american beech', 'ridge beech', 'red beeche', 'faia americana']","['fruits & nuts', 'ornamentals/turf', 'forest/wood']","['subtropical humid (cf)', 'temperate oceanic (do)', 'temperate continental (dc)']",[],[],['perennial'],"['heavy', 'medium']",['moderate'],[],['well (dry spells)'],['erect'],['tree'],"['deciduous', 'single stem']",[],[],[],[],['long day'],['long day (>14 hours)'],"['heavy', 'medium']","['heavy', 'medium']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,185.0,False,720.0,False,2.9000000000000004,True,23.0,True,0,False,False,False,0.5533333333333333,0.6555555555555556,0.0,0.451,Low
6080,Fagus sylvatica ssp. sylvatica,L.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,,tree,erect,perennial,"deciduous, single stem","forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",grown on large scale,10.0,20.0,6.0,35.0,500.0,1000.0,300.0,1500.0,5.0,7.0,4.0,8.2,45.0,38.0,60.0,60.0,1700.0,very bright,very bright,very bright,light shade,deep (>>150 cm),deep (>>150 cm),"heavy, medium","heavy, medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-28.0,-1.0,long day (>14 hours),"steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do)",,,,large scale/commercial,150.0,210.0,[],"['forage/pasture', 'fruits & nuts', 'ornamentals/turf', 'medicinals & aromatic', 'forest/wood']","['steppe or semiarid (bs)', 'subtropical dry summer (cs)', 'temperate oceanic (do)']",[],['grown on large scale'],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],['well (dry spells)'],['erect'],['tree'],"['deciduous', 'single stem']",['large scale/commercial'],[],[],[],['long day'],['long day (>14 hours)'],"['heavy', 'medium']","['heavy', 'medium']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['deep'],['deep (>>150 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,1200.0,False,4.199999999999999,True,29.0,True,0,False,False,False,0.5933333333333334,0.6666666666666666,0.0,0.471,Low
6102,Festuca arundinacea,Schreber,Liliopsida:Commelinidae:Cyperales:Gramineae,"Festuca elatior L., Festuca elatior L. ssp. arundinacea (Schreb.) Hack., Festuca elatior var. arundinacea (Schreb.) C.F.H. Wimmer, Lolium arundinaceum, Festuca arundinaceum Schreb., Alta fescue","tall fescue, reed fescue, Alta fescue, f�tuque roseau, f�tuque �lev�e, rohr schwingel, festuca, r�rsvingel, strandsvingel, strand-svingel, ruokonata",grass,erect,perennial,multi stem,"forage/pasture, ornamentals/turf",grown on large scale,15.0,22.0,5.0,30.0,600.0,1300.0,400.0,1500.0,5.5,8.0,4.0,9.5,44.0,42.0,60.0,62.0,500.0,very bright,clear skies,very bright,cloudy skies,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-3.0,0.0,short day (<12 hours),"steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,"home garden, large scale/commercial",150.0,180.0,"['tall fescue', 'reed fescue', 'alta fescue', 'ftuque roseau', 'ftuque leve', 'rohr schwingel', 'festuca', 'rrsvingel', 'strandsvingel', 'strand-svingel', 'ruokonata']","['forage/pasture', 'ornamentals/turf']","['steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)', 'temperate oceanic (do)', 'temperate continental (dc)', 'temperate with humid winters (df)', 'temperate with dry winters (dw)']","['festuca elatior l.', 'festuca elatior l. ssp. arundinacea (schreb.) hack.', 'festuca elatior var. arundinacea (schreb.) c.f.h. wimmer', 'lolium arundinaceum', 'festuca arundinaceum schreb.', 'alta fescue']",['grown on large scale'],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['poorly (saturated >50% of year)', 'well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],"['home garden', 'large scale/commercial']",[],[],[],['short day'],['short day (<12 hours)'],"['heavy', 'medium']","['heavy', 'medium']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,30.0,True,1100.0,False,5.5,True,25.0,True,0,False,False,False,0.5666666666666667,0.6666666666666666,0.0,0.46,Low
6104,Festuca idahoensis,Elmer,Liliopsida:Commelinidae:Cyperales:Gramineae,,"Idaho fescue, blue bunch fescue, festuca do Idaho",grass,erect,perennial,multi stem,"forage/pasture, environmental",,10.0,18.0,2.0,22.0,500.0,800.0,350.0,1200.0,6.0,7.0,5.5,7.5,30.0,30.0,50.0,50.0,4000.0,very bright,clear skies,very bright,light shade,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5.0,-1.0,long day (>14 hours),"steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,140.0,180.0,"['idaho fescue', 'blue bunch fescue', 'festuca do idaho']","['forage/pasture', 'environmental']","['steppe or semiarid (bs)', 'temperate oceanic (do)', 'temperate continental (dc)', 'temperate with humid winters (df)', 'temperate with dry winters (dw)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['heavy', 'medium', 'light']","['heavy', 'medium', 'light']","['well', 'excessive']","['well (dry spells)', 'excessive (dry/moderately dry)']",['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,40.0,True,850.0,False,2.0,True,20.0,True,0,False,False,False,0.5333333333333333,0.5555555555555555,0.0,0.408,Low
6114,Ficus abutilifolia,(Miq.) Miq.,Magnoliopsida:Dilleniidae:Urticales:Moraceae,"Ficus soldanella Warb., Ficus picta T. R. Sim","large-leaved rock fig, rock fig, grootblaarrotsvy, klipvy, inkokhokho, umbambematsheni, impayi, amphayi, nkuwamaribye, monokane, mphaya, mohawa, momelantsweng, tshikululu",tree,erect,perennial,"deciduous, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",18.0,25.0,14.0,30.0,400.0,2500.0,250.0,3000.0,6.0,6.5,5.5,7.0,6.0,5.0,22.0,23.0,500.0,clear skies,very bright,clear skies,very bright,shallow (20-50 cm),shallow (20-50 cm),light,light,moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-1.0,-1.0,nan,"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,0.0,0.0,"['large-leaved rock fig', 'rock fig', 'grootblaarrotsvy', 'klipvy', 'inkokhokho', 'umbambematsheni', 'impayi', 'amphayi', 'nkuwamaribye', 'monokane', 'mphaya', 'mohawa', 'momelantsweng', 'tshikululu']","['fruits & nuts', 'ornamentals/turf', 'medicinals & aromatic']","['tropical wet & dry (aw)', 'steppe or semiarid (bs)']","['ficus soldanella warb.', 'ficus picta t. r. sim']","['grown on small scale', 'harvested from wild']",['perennial'],['light'],['low'],[],['well (dry spells)'],['erect'],['tree'],"['deciduous', 'single stem']",[],[],[],[],['nan'],['nan'],['light'],['light'],['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,False,0.0,True,2750.0,True,1.5,False,16.0,False,0,False,False,False,0.10666666666666666,0.16666666666666666,0.5,0.226,Very Low
6119,Ficus auriculata,Lour.,Magnoliopsida:Dilleniidae:Urticales:Moraceae,,,"shrub, tree",erect,perennial,"evergreen, semi evergreen, single stem, multi stem","forage/pasture, ornamentals/turf, forest/wood",grown on small scale,15.0,25.0,12.0,32.0,1200.0,1900.0,900.0,2400.0,5.5,6.5,5.0,7.0,12.0,10.0,28.0,30.0,700.0,cloudy skies,very bright,light shade,very bright,deep (>>150 cm),medium (50-150 cm),"medium, organic","medium, light, organic",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-2.0,0.0,nan,"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",,,,,365.0,365.0,[],"['forage/pasture', 'ornamentals/turf', 'forest/wood']","['tropical wet & dry (aw)', 'tropical wet (ar)', 'subtropical humid (cf)']",[],['grown on small scale'],['perennial'],"['medium', 'light', 'organic']",['moderate'],[],['well (dry spells)'],['erect'],"['shrub', 'tree']","['evergreen', 'semi evergreen', 'single stem', 'multi stem']",[],[],[],[],['nan'],['nan'],"['medium', 'organic']","['medium', 'organic']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,False,0.0,True,1500.0,False,2.0,True,20.0,True,0,False,False,False,0.3333333333333333,0.5555555555555555,0.0,0.328,Very Low
